method,seed,policy,direction,amplitude,sign,train_probe_ce,train_probe_acc,test_probe_ce,test_probe_acc
plain,4,saved,8,0.25,1,4.439244873046875,0.377,4.6084091796875,0.353
plain,4,recalibrated,8,0.25,1,0.885890869140625,0.713,1.1095753173828125,0.651
plain,4,saved,8,0.25,-1,2.3295535888671877,0.447,2.7115296630859373,0.414
plain,4,recalibrated,8,0.25,-1,0.8863731079101562,0.697,1.22631884765625,0.632
plain,4,saved,9,0.025,1,0.2205243453979492,0.936,0.7758120422363282,0.761
plain,4,recalibrated,9,0.025,1,0.17625540161132813,0.952,0.7362061767578125,0.768
plain,4,saved,9,0.025,-1,0.2070530548095703,0.942,0.7801870727539062,0.764
plain,4,recalibrated,9,0.025,-1,0.17852759552001954,0.959,0.7501012573242187,0.768
plain,4,saved,9,0.05,1,0.35140902709960936,0.879,0.8743233032226563,0.744
plain,4,recalibrated,9,0.05,1,0.20542819213867186,0.937,0.74763720703125,0.766
plain,4,saved,9,0.05,-1,0.34568765258789064,0.887,0.9075908813476562,0.73
plain,4,recalibrated,9,0.05,-1,0.21762271881103515,0.938,0.774848388671875,0.761
plain,4,saved,9,0.1,1,0.8545686340332032,0.75,1.3181563110351562,0.646
plain,4,recalibrated,9,0.1,1,0.32564654541015625,0.884,0.8235349731445313,0.744
plain,4,saved,9,0.1,-1,1.1679445190429687,0.652,1.5968133544921874,0.592
plain,4,recalibrated,9,0.1,-1,0.3727115478515625,0.87,0.8482276000976563,0.744
plain,4,saved,9,0.2,1,3.144872802734375,0.453,3.282743896484375,0.426
plain,4,recalibrated,9,0.2,1,0.7955126647949219,0.728,1.118361328125,0.653
plain,4,saved,9,0.2,-1,6.035419921875,0.199,6.304443115234375,0.196
plain,4,recalibrated,9,0.2,-1,0.9797731323242187,0.66,1.1878576049804688,0.631
plain,4,saved,9,0.25,1,4.848446044921875,0.351,4.83771630859375,0.337
plain,4,recalibrated,9,0.25,1,1.1161154174804688,0.654,1.3299869384765626,0.602
plain,4,saved,9,0.25,-1,9.4583994140625,0.135,9.5842158203125,0.139
plain,4,recalibrated,9,0.25,-1,1.4286897583007812,0.548,1.5109376831054688,0.531
plain,4,saved,10,0.025,1,0.2053579559326172,0.936,0.7614096374511719,0.767
plain,4,recalibrated,10,0.025,1,0.18098763275146484,0.957,0.7338971557617188,0.769
plain,4,saved,10,0.025,-1,0.2005176544189453,0.942,0.7721006469726562,0.762
plain,4,recalibrated,10,0.025,-1,0.17411351776123046,0.961,0.74758642578125,0.764
plain,4,saved,10,0.05,1,0.300273193359375,0.897,0.8363577880859375,0.742
plain,4,recalibrated,10,0.05,1,0.22100440216064454,0.939,0.7492741088867187,0.767
plain,4,saved,10,0.05,-1,0.31547283935546877,0.881,0.8661919860839844,0.725
plain,4,recalibrated,10,0.05,-1,0.20715945434570313,0.939,0.7650011596679688,0.761
plain,4,saved,10,0.1,1,0.68001806640625,0.754,1.123325927734375,0.659
plain,4,recalibrated,10,0.1,1,0.36972708129882814,0.878,0.82055517578125,0.734
plain,4,saved,10,0.1,-1,0.85720263671875,0.718,1.2813400268554687,0.653
plain,4,recalibrated,10,0.1,-1,0.34325093078613284,0.878,0.8284892272949219,0.743
plain,4,saved,10,0.2,1,2.08592333984375,0.482,2.298061279296875,0.431
plain,4,recalibrated,10,0.2,1,0.9231748962402344,0.708,1.1910617065429687,0.639
plain,4,saved,10,0.2,-1,3.2558050537109375,0.394,3.55502001953125,0.369
plain,4,recalibrated,10,0.2,-1,0.8783223571777343,0.712,1.1376434936523439,0.658
plain,4,saved,10,0.25,1,2.970268310546875,0.383,3.1109765625,0.353
plain,4,recalibrated,10,0.25,1,1.2975030517578126,0.605,1.502775390625,0.554
plain,4,saved,10,0.25,-1,4.824420654296875,0.301,5.147021484375,0.284
plain,4,recalibrated,10,0.25,-1,1.2390867919921875,0.617,1.4273311157226563,0.587
plain,4,saved,11,0.025,1,0.21916233825683593,0.936,0.7750483093261719,0.764
plain,4,recalibrated,11,0.025,1,0.173998779296875,0.962,0.7342191772460938,0.764
plain,4,saved,11,0.025,-1,0.2187383575439453,0.93,0.7912965087890625,0.756
plain,4,recalibrated,11,0.025,-1,0.17861585998535157,0.954,0.748668212890625,0.777
plain,4,saved,11,0.05,1,0.3619718017578125,0.873,0.8805062255859375,0.739
plain,4,recalibrated,11,0.05,1,0.20676881408691405,0.94,0.7462308044433594,0.762
plain,4,saved,11,0.05,-1,0.39767018127441406,0.851,0.969064453125,0.716
plain,4,recalibrated,11,0.05,-1,0.2141254425048828,0.935,0.7679419860839843,0.767
plain,4,saved,11,0.1,1,0.9026552734375,0.717,1.283263427734375,0.647
plain,4,recalibrated,11,0.1,1,0.33387571716308595,0.89,0.8101513671875,0.742
plain,4,saved,11,0.1,-1,1.350326416015625,0.657,1.8554190673828126,0.58
plain,4,recalibrated,11,0.1,-1,0.3370845031738281,0.89,0.8290452270507812,0.741
plain,4,saved,11,0.2,1,2.36363525390625,0.473,2.5010030517578126,0.468
plain,4,recalibrated,11,0.2,1,0.7831153564453125,0.733,1.0770059814453126,0.675
plain,4,saved,11,0.2,-1,5.87546826171875,0.281,6.168952392578125,0.259
plain,4,recalibrated,11,0.2,-1,0.7338941955566406,0.741,1.0932963256835937,0.666
plain,4,saved,11,0.25,1,3.1709102783203127,0.393,3.22534033203125,0.393
plain,4,recalibrated,11,0.25,1,1.07212548828125,0.67,1.2763078002929686,0.627
plain,4,saved,11,0.25,-1,9.10305908203125,0.166,9.3191396484375,0.152
plain,4,recalibrated,11,0.25,-1,1.011396728515625,0.668,1.340093994140625,0.603
plain,4,saved,12,0.025,1,0.204969970703125,0.95,0.7529077758789062,0.767
plain,4,recalibrated,12,0.025,1,0.17468580627441407,0.959,0.7321476135253906,0.768
plain,4,saved,12,0.025,-1,0.20181880950927733,0.94,0.7741349487304687,0.764
plain,4,recalibrated,12,0.025,-1,0.17836205291748047,0.957,0.7458279113769531,0.767
plain,4,saved,12,0.05,1,0.3185888671875,0.898,0.8311526489257812,0.741
plain,4,recalibrated,12,0.05,1,0.20883390808105468,0.943,0.7398468017578125,0.768
plain,4,saved,12,0.05,-1,0.29785903930664065,0.895,0.8561577453613282,0.747
plain,4,recalibrated,12,0.05,-1,0.21115977478027342,0.946,0.7648759155273438,0.765
plain,4,saved,12,0.1,1,0.7849729614257812,0.756,1.2133483276367187,0.66
plain,4,recalibrated,12,0.1,1,0.33202197265625,0.88,0.7986777954101563,0.745
plain,4,saved,12,0.1,-1,0.7158740539550781,0.751,1.1954269409179688,0.663
plain,4,recalibrated,12,0.1,-1,0.334451171875,0.886,0.8354683532714844,0.742
plain,4,saved,12,0.2,1,2.758548095703125,0.425,2.9820919189453123,0.397
plain,4,recalibrated,12,0.2,1,0.7830878295898438,0.724,1.0754328918457032,0.683
plain,4,saved,12,0.2,-1,2.1451754150390623,0.493,2.4175579833984373,0.472
plain,4,recalibrated,12,0.2,-1,0.7953822021484375,0.726,1.1131636352539063,0.648
plain,4,saved,12,0.25,1,4.245889526367187,0.321,4.417687744140625,0.28
plain,4,recalibrated,12,0.25,1,1.0981537475585939,0.642,1.2980335693359375,0.609
plain,4,saved,12,0.25,-1,3.231900390625,0.384,3.364432861328125,0.366
plain,4,recalibrated,12,0.25,-1,1.1144351806640624,0.634,1.30186083984375,0.598
plain,4,saved,13,0.025,1,0.21396163940429688,0.94,0.7598384399414062,0.762
plain,4,recalibrated,13,0.025,1,0.18348138427734376,0.948,0.7441881713867188,0.772
plain,4,saved,13,0.025,-1,0.20242919158935546,0.942,0.7754497375488282,0.762
plain,4,recalibrated,13,0.025,-1,0.17541822052001954,0.96,0.7381726989746094,0.761
plain,4,saved,13,0.05,1,0.34260116577148436,0.879,0.8408593444824218,0.74
plain,4,recalibrated,13,0.05,1,0.2315625762939453,0.927,0.7675084533691406,0.768
plain,4,saved,13,0.05,-1,0.31661293029785154,0.888,0.8748623962402344,0.73
plain,4,recalibrated,13,0.05,-1,0.21276779937744142,0.941,0.7568983459472656,0.761
plain,4,saved,13,0.1,1,0.8398918762207032,0.723,1.2051137084960937,0.646
plain,4,recalibrated,13,0.1,1,0.3987298126220703,0.854,0.8632197265625,0.719
plain,4,saved,13,0.1,-1,0.8184191284179687,0.75,1.296765625,0.658
plain,4,recalibrated,13,0.1,-1,0.3615812225341797,0.87,0.8361449890136718,0.734
plain,4,saved,13,0.2,1,2.671378662109375,0.358,2.7599027099609375,0.355
plain,4,recalibrated,13,0.2,1,0.9673697509765625,0.676,1.2621473388671876,0.614
plain,4,saved,13,0.2,-1,3.1677139892578126,0.421,3.4384658203125,0.425
plain,4,recalibrated,13,0.2,-1,0.8791282348632813,0.72,1.2269656372070312,0.63
plain,4,saved,13,0.25,1,3.633790771484375,0.239,3.6856573486328124,0.232
plain,4,recalibrated,13,0.25,1,1.3605648803710937,0.58,1.622828125,0.541
plain,4,saved,13,0.25,-1,4.989373779296875,0.326,5.10492626953125,0.325
plain,4,recalibrated,13,0.25,-1,1.2399221801757812,0.616,1.5308035888671876,0.564
plain,4,saved,14,0.025,1,0.20103482055664063,0.947,0.7557380676269532,0.767
plain,4,recalibrated,14,0.025,1,0.17705825805664063,0.959,0.7273210144042969,0.77
plain,4,saved,14,0.025,-1,0.20433468627929688,0.941,0.7676057434082031,0.771
plain,4,recalibrated,14,0.025,-1,0.17663882446289061,0.959,0.7529749450683594,0.772
plain,4,saved,14,0.05,1,0.2971038360595703,0.913,0.8182279968261719,0.745
plain,4,recalibrated,14,0.05,1,0.2134010543823242,0.94,0.7350325927734375,0.758
plain,4,saved,14,0.05,-1,0.31639541625976564,0.895,0.8571827087402344,0.746
plain,4,recalibrated,14,0.05,-1,0.2103203353881836,0.947,0.7792947692871094,0.766
plain,4,saved,14,0.1,1,0.71462060546875,0.761,1.1465253295898437,0.666
plain,4,recalibrated,14,0.1,1,0.34355303955078126,0.878,0.7922085571289063,0.74
plain,4,saved,14,0.1,-1,0.9031119995117187,0.705,1.3346661376953124,0.619
plain,4,recalibrated,14,0.1,-1,0.3502413482666016,0.879,0.8720278930664063,0.737
plain,4,saved,14,0.2,1,3.1272352294921877,0.352,3.3968643798828126,0.352
plain,4,recalibrated,14,0.2,1,0.8241373901367187,0.716,1.1336011962890624,0.642
plain,4,saved,14,0.2,-1,4.138235107421875,0.33,4.369734375,0.292
plain,4,recalibrated,14,0.2,-1,0.889076416015625,0.697,1.2697128295898437,0.631
plain,4,saved,14,0.25,1,5.30702001953125,0.21,5.44056103515625,0.203
plain,4,recalibrated,14,0.25,1,1.1835485229492186,0.624,1.4416810913085938,0.573
plain,4,saved,14,0.25,-1,6.85263720703125,0.19,7.080299072265625,0.171
plain,4,recalibrated,14,0.25,-1,1.25461181640625,0.62,1.5647830810546874,0.566
plain,4,saved,15,0.025,1,0.21166981506347657,0.933,0.7822843627929688,0.76
plain,4,recalibrated,15,0.025,1,0.1783745574951172,0.959,0.743890625,0.773
plain,4,saved,15,0.025,-1,0.22002772521972655,0.937,0.7869042663574218,0.75
plain,4,recalibrated,15,0.025,-1,0.17956507873535157,0.956,0.7435533447265625,0.762
plain,4,saved,15,0.05,1,0.35954885864257813,0.872,0.9166756591796875,0.734
plain,4,recalibrated,15,0.05,1,0.2157166519165039,0.933,0.7604011840820313,0.759
plain,4,saved,15,0.05,-1,0.3760472717285156,0.858,0.934826416015625,0.706
plain,4,recalibrated,15,0.05,-1,0.22116837310791015,0.939,0.7628728637695312,0.752
plain,4,saved,15,0.1,1,1.1407337646484375,0.66,1.6288966064453125,0.601
plain,4,recalibrated,15,0.1,1,0.35763461303710936,0.868,0.8357149353027343,0.742
plain,4,saved,15,0.1,-1,1.08362451171875,0.642,1.5926581420898438,0.566
plain,4,recalibrated,15,0.1,-1,0.3588497924804688,0.878,0.8447223815917969,0.731
plain,4,saved,15,0.2,1,5.736133544921875,0.29,6.015338134765625,0.277
plain,4,recalibrated,15,0.2,1,0.8349588012695313,0.728,1.1392581176757812,0.647
plain,4,saved,15,0.2,-1,4.18685302734375,0.241,4.393044189453125,0.231
plain,4,recalibrated,15,0.2,-1,0.8605794067382813,0.708,1.23475390625,0.625
plain,4,saved,15,0.25,1,10.1110009765625,0.192,10.22141259765625,0.187
plain,4,recalibrated,15,0.25,1,1.1383248901367187,0.652,1.3706917114257813,0.6
plain,4,saved,15,0.25,-1,6.0554189453125,0.184,6.12637890625,0.18
plain,4,recalibrated,15,0.25,-1,1.2388631591796875,0.602,1.5254441528320313,0.566
plain,4,saved,16,0.025,1,0.21440624237060546,0.939,0.7822567138671875,0.753
plain,4,recalibrated,16,0.025,1,0.18567790222167968,0.955,0.7578277587890625,0.76
plain,4,saved,16,0.025,-1,0.20198177337646483,0.935,0.7583290710449219,0.769
plain,4,recalibrated,16,0.025,-1,0.18009026336669923,0.955,0.7362039794921875,0.77
plain,4,saved,16,0.05,1,0.3440927734375,0.875,0.8831400146484375,0.723
plain,4,recalibrated,16,0.05,1,0.24277442932128906,0.924,0.799891845703125,0.749
plain,4,saved,16,0.05,-1,0.30450283813476564,0.895,0.8453192138671874,0.753
plain,4,recalibrated,16,0.05,-1,0.22511355590820312,0.936,0.7547080993652344,0.77
plain,4,saved,16,0.1,1,0.8818974609375,0.703,1.3117604370117188,0.643
plain,4,recalibrated,16,0.1,1,0.4452803649902344,0.844,0.9348730163574219,0.714
plain,4,saved,16,0.1,-1,0.76071337890625,0.758,1.2510557250976562,0.657
plain,4,recalibrated,16,0.1,-1,0.4040391540527344,0.857,0.8453221130371094,0.757
plain,4,saved,16,0.2,1,3.1450538330078124,0.348,3.301331787109375,0.344
plain,4,recalibrated,16,0.2,1,1.2048527221679688,0.596,1.565342041015625,0.555
plain,4,saved,16,0.2,-1,2.677589599609375,0.46,2.9240562744140624,0.434
plain,4,recalibrated,16,0.2,-1,0.9627772216796875,0.696,1.1755931396484376,0.651
plain,4,saved,16,0.25,1,4.545166259765625,0.251,4.52080810546875,0.245
plain,4,recalibrated,16,0.25,1,1.6925094604492188,0.486,1.9490345458984375,0.484
plain,4,saved,16,0.25,-1,3.98536962890625,0.368,4.16630712890625,0.33
plain,4,recalibrated,16,0.25,-1,1.2876295776367188,0.613,1.4096629638671876,0.589
plain,4,saved,17,0.025,1,0.18597360229492188,0.948,0.7453098449707031,0.765
plain,4,recalibrated,17,0.025,1,0.17520254516601563,0.96,0.7352174987792969,0.774
plain,4,saved,17,0.025,-1,0.21460843658447265,0.938,0.7789179077148437,0.761
plain,4,recalibrated,17,0.025,-1,0.17581439208984376,0.959,0.7434411926269531,0.768
plain,4,saved,17,0.05,1,0.25654163360595705,0.91,0.7952144775390625,0.744
plain,4,recalibrated,17,0.05,1,0.2045958480834961,0.941,0.7424051208496094,0.77
plain,4,saved,17,0.05,-1,0.3384601287841797,0.867,0.8716500549316406,0.743
plain,4,recalibrated,17,0.05,-1,0.20959335327148437,0.938,0.7557959289550781,0.76
plain,4,saved,17,0.1,1,0.5697470703125,0.805,1.052257080078125,0.689
plain,4,recalibrated,17,0.1,1,0.31087921142578123,0.89,0.8019180908203125,0.743
plain,4,saved,17,0.1,-1,0.8974451904296875,0.722,1.3230368041992187,0.639
plain,4,recalibrated,17,0.1,-1,0.3360399475097656,0.879,0.8279534301757813,0.746
plain,4,saved,17,0.2,1,2.141041748046875,0.457,2.434201171875,0.41
plain,4,recalibrated,17,0.2,1,0.7078447265625,0.752,1.0674509887695312,0.666
plain,4,saved,17,0.2,-1,3.8411295166015624,0.318,3.971738525390625,0.326
plain,4,recalibrated,17,0.2,-1,0.8086098022460938,0.718,1.1734000244140625,0.641
plain,4,saved,17,0.25,1,3.444920166015625,0.338,3.681679443359375,0.303
plain,4,recalibrated,17,0.25,1,0.9875321044921875,0.677,1.2737540893554689,0.616
plain,4,saved,17,0.25,-1,6.389217041015625,0.179,6.373138671875,0.188
plain,4,recalibrated,17,0.25,-1,1.1620281982421874,0.635,1.4623007202148437,0.569
plain,4,saved,18,0.025,1,0.19576268768310548,0.944,0.7672733764648437,0.764
plain,4,recalibrated,18,0.025,1,0.17599344635009764,0.963,0.742557373046875,0.767
plain,4,saved,18,0.025,-1,0.1961021728515625,0.949,0.7508827514648437,0.757
plain,4,recalibrated,18,0.025,-1,0.1752484130859375,0.955,0.7397264709472656,0.764
plain,4,saved,18,0.05,1,0.2806921691894531,0.889,0.8374733276367188,0.744
plain,4,recalibrated,18,0.05,1,0.20946717834472656,0.951,0.7554341125488281,0.77
plain,4,saved,18,0.05,-1,0.2775025482177734,0.909,0.8022472839355469,0.749
plain,4,recalibrated,18,0.05,-1,0.20673136901855468,0.944,0.7566854858398437,0.753
plain,4,saved,18,0.1,1,0.6491957397460938,0.773,1.148964599609375,0.664
plain,4,recalibrated,18,0.1,1,0.33846670532226564,0.873,0.8095125732421875,0.745
plain,4,saved,18,0.1,-1,0.6291599731445312,0.777,1.0480022583007813,0.664
plain,4,recalibrated,18,0.1,-1,0.32767662048339846,0.884,0.8177248229980468,0.731
plain,4,saved,18,0.2,1,2.3516314697265623,0.472,2.7508607177734374,0.444
plain,4,recalibrated,18,0.2,1,0.80551708984375,0.735,1.0650858154296876,0.679
plain,4,saved,18,0.2,-1,2.4599219970703126,0.431,2.624832763671875,0.4
plain,4,recalibrated,18,0.2,-1,0.7859313659667969,0.736,1.1356971435546874,0.63
plain,4,saved,18,0.25,1,3.67883740234375,0.326,4.053942504882812,0.315
plain,4,recalibrated,18,0.25,1,1.1192938232421874,0.652,1.2890478515625,0.618
plain,4,saved,18,0.25,-1,4.2419482421875,0.305,4.308208984375,0.268
plain,4,recalibrated,18,0.25,-1,1.1320714721679688,0.645,1.404541748046875,0.574
plain,4,saved,19,0.025,1,0.19566349029541016,0.953,0.7603238220214844,0.763
plain,4,recalibrated,19,0.025,1,0.17624840545654297,0.959,0.731294921875,0.769
plain,4,saved,19,0.025,-1,0.18839846801757812,0.953,0.7397944030761718,0.768
plain,4,recalibrated,19,0.025,-1,0.17438684844970703,0.96,0.7457585754394531,0.768
plain,4,saved,19,0.05,1,0.2681280670166016,0.903,0.8056612854003906,0.753
plain,4,recalibrated,19,0.05,1,0.20915744018554688,0.944,0.7362691650390625,0.772
plain,4,saved,19,0.05,-1,0.25536738586425783,0.92,0.7700178833007812,0.752
plain,4,recalibrated,19,0.05,-1,0.20437570190429688,0.947,0.7658919982910156,0.76
plain,4,saved,19,0.1,1,0.5453618469238282,0.804,1.011490966796875,0.691
plain,4,recalibrated,19,0.1,1,0.33577000427246095,0.882,0.7806788024902344,0.748
plain,4,saved,19,0.1,-1,0.5398609924316407,0.803,0.9436092529296874,0.713
plain,4,recalibrated,19,0.1,-1,0.3145706024169922,0.893,0.8342617492675781,0.736
plain,4,saved,19,0.2,1,1.5525728149414062,0.568,1.8556375122070312,0.52
plain,4,recalibrated,19,0.2,1,0.785605224609375,0.751,1.0729155883789063,0.657
plain,4,saved,19,0.2,-1,1.9251310424804688,0.52,2.0974590454101563,0.459
plain,4,recalibrated,19,0.2,-1,0.7072271423339844,0.761,1.074879638671875,0.683
plain,4,saved,19,0.25,1,2.26294677734375,0.461,2.4796370849609377,0.428
plain,4,recalibrated,19,0.25,1,1.0848435668945313,0.66,1.3150511474609374,0.591
plain,4,saved,19,0.25,-1,3.2455855712890624,0.367,3.2934813232421876,0.347
plain,4,recalibrated,19,0.25,-1,0.9731843872070313,0.679,1.2763873291015626,0.617
resolution_max_b1,1,saved,,0.0,0,0.3033616485595703,0.909,0.5634313049316406,0.798
resolution_max_b1,1,recalibrated,,0.0,0,0.30492636108398435,0.91,0.5631025390625,0.805
resolution_max_b1,1,saved,0,0.025,1,0.3241843719482422,0.896,0.5843616027832031,0.791
resolution_max_b1,1,recalibrated,0,0.025,1,0.3095440063476563,0.908,0.567571044921875,0.8
resolution_max_b1,1,saved,0,0.025,-1,0.31984544372558593,0.904,0.5761240844726563,0.8
resolution_max_b1,1,recalibrated,0,0.025,-1,0.31259770202636716,0.905,0.5666495666503907,0.801
resolution_max_b1,1,saved,0,0.05,1,0.3872461547851562,0.874,0.6410331726074219,0.78
resolution_max_b1,1,recalibrated,0,0.05,1,0.3274481506347656,0.897,0.5796552734375,0.8
resolution_max_b1,1,saved,0,0.05,-1,0.3720944061279297,0.886,0.6181604309082032,0.785
resolution_max_b1,1,recalibrated,0,0.05,-1,0.3316640625,0.897,0.5780767211914063,0.789
resolution_max_b1,1,saved,0,0.1,1,0.6746540222167968,0.781,0.9051208190917969,0.712
resolution_max_b1,1,recalibrated,0,0.1,1,0.39909828186035157,0.865,0.6296905517578125,0.783
resolution_max_b1,1,saved,0,0.1,-1,0.6011982116699218,0.802,0.8092095642089844,0.742
resolution_max_b1,1,recalibrated,0,0.1,-1,0.4048209991455078,0.874,0.6277493591308594,0.786
resolution_max_b1,1,saved,0,0.2,1,2.3034281005859376,0.458,2.536846435546875,0.41
resolution_max_b1,1,recalibrated,0,0.2,1,0.6911983337402344,0.762,0.8533793334960937,0.712
resolution_max_b1,1,saved,0,0.2,-1,1.738099853515625,0.55,1.7823883056640626,0.53
resolution_max_b1,1,recalibrated,0,0.2,-1,0.6920473937988281,0.77,0.838186767578125,0.707
resolution_max_b1,1,saved,0,0.25,1,3.947203125,0.29,4.151998046875,0.271
resolution_max_b1,1,recalibrated,0,0.25,1,0.9132593078613281,0.692,1.0497715454101562,0.657
resolution_max_b1,1,saved,0,0.25,-1,2.631341796875,0.424,2.676171875,0.419
resolution_max_b1,1,recalibrated,0,0.25,-1,0.8957005615234375,0.702,1.0072569885253906,0.657
resolution_max_b1,1,saved,1,0.025,1,0.32913809204101563,0.893,0.586571533203125,0.799
resolution_max_b1,1,recalibrated,1,0.025,1,0.311222412109375,0.906,0.5712532653808594,0.812
resolution_max_b1,1,saved,1,0.025,-1,0.3226335906982422,0.898,0.5760147094726562,0.797
resolution_max_b1,1,recalibrated,1,0.025,-1,0.31407278442382813,0.902,0.5680321350097656,0.8
resolution_max_b1,1,saved,1,0.05,1,0.399554931640625,0.86,0.6443639526367188,0.774
resolution_max_b1,1,recalibrated,1,0.05,1,0.3344464416503906,0.894,0.5919501342773438,0.804
resolution_max_b1,1,saved,1,0.05,-1,0.3859571990966797,0.868,0.6213511657714844,0.791
resolution_max_b1,1,recalibrated,1,0.05,-1,0.33701515197753906,0.883,0.5819408569335938,0.796
resolution_max_b1,1,saved,1,0.1,1,0.6801847229003907,0.753,0.8861920471191407,0.695
resolution_max_b1,1,recalibrated,1,0.1,1,0.43507362365722657,0.853,0.67608349609375,0.756
resolution_max_b1,1,saved,1,0.1,-1,0.6389241943359375,0.781,0.8319131774902344,0.729
resolution_max_b1,1,recalibrated,1,0.1,-1,0.43351873779296873,0.848,0.6500689086914062,0.766
resolution_max_b1,1,saved,1,0.2,1,2.0549287109375,0.433,2.0952720947265626,0.428
resolution_max_b1,1,recalibrated,1,0.2,1,0.9182222595214844,0.681,1.0690120849609375,0.643
resolution_max_b1,1,saved,1,0.2,-1,2.05877978515625,0.487,2.297869140625,0.451
resolution_max_b1,1,recalibrated,1,0.2,-1,0.8574860534667968,0.714,0.9663108520507813,0.694
resolution_max_b1,1,saved,1,0.25,1,3.1418629150390625,0.302,3.139669677734375,0.303
